id,discovery_source_id,raw_text,raw_url,language,country,metadata_json,confidence,status,collected_at,processed_at,created_at,updated_at
42672,14,Rechtsanwalt,,de,DE,"{'priority': 76, 'entity_type_hint': 'profession'}",76,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42673,14,Notar,,de,DE,"{'priority': 72, 'entity_type_hint': 'profession'}",72,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42674,14,Architekt,,de,DE,"{'priority': 74, 'entity_type_hint': 'profession'}",74,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42675,14,Bauingenieur,,de,DE,"{'priority': 72, 'entity_type_hint': 'profession'}",72,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42676,14,Maschinenbauingenieur,,de,DE,"{'priority': 70, 'entity_type_hint': 'profession'}",70,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42677,14,Lehrer,,de,DE,"{'priority': 80, 'entity_type_hint': 'profession'}",80,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42678,14,Erzieher,,de,DE,"{'priority': 82, 'entity_type_hint': 'profession'}",82,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42679,14,Sozialpädagoge,,de,DE,"{'priority': 78, 'entity_type_hint': 'profession'}",78,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42680,14,Polizist,,de,DE,"{'priority': 76, 'entity_type_hint': 'profession'}",76,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42681,14,Feuerwehrmann,,de,DE,"{'priority': 74, 'entity_type_hint': 'profession'}",74,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42682,14,Soldat,,de,DE,"{'priority': 70, 'entity_type_hint': 'profession'}",70,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42683,14,Pilot,,de,DE,"{'priority': 68, 'entity_type_hint': 'profession'}",68,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42684,14,Lokführer,,de,DE,"{'priority': 64, 'entity_type_hint': 'profession'}",64,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42685,14,Busfahrer,,de,DE,"{'priority': 62, 'entity_type_hint': 'profession'}",62,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42686,14,LKW-Fahrer,,de,DE,"{'priority': 66, 'entity_type_hint': 'profession'}",66,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42687,14,Berufskraftfahrer,,de,DE,"{'priority': 66, 'entity_type_hint': 'profession'}",66,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42688,14,Friseur,,de,DE,"{'priority': 68, 'entity_type_hint': 'profession'}",68,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42689,14,Kosmetiker,,de,DE,"{'priority': 64, 'entity_type_hint': 'profession'}",64,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42690,14,Verkäufer,,de,DE,"{'priority': 62, 'entity_type_hint': 'profession'}",62,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42691,14,Einzelhandelskaufmann,,de,DE,"{'priority': 62, 'entity_type_hint': 'profession'}",62,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42692,14,Immobilienmakler,,de,DE,"{'priority': 70, 'entity_type_hint': 'profession'}",70,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42693,14,Versicherungsmakler,,de,DE,"{'priority': 66, 'entity_type_hint': 'profession'}",66,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42694,14,Personalberater,,de,DE,"{'priority': 68, 'entity_type_hint': 'profession'}",68,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42695,14,Coach,,de,DE,"{'priority': 65, 'entity_type_hint': 'profession'}",65,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42696,14,Berater,,de,DE,"{'priority': 60, 'entity_type_hint': 'profession'}",60,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42697,14,Dolmetscher,,de,DE,"{'priority': 62, 'entity_type_hint': 'profession'}",62,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42698,14,Übersetzer,,de,DE,"{'priority': 62, 'entity_type_hint': 'profession'}",62,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42699,14,Journalist,,de,DE,"{'priority': 64, 'entity_type_hint': 'profession'}",64,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42700,14,Grafikdesigner,,de,DE,"{'priority': 68, 'entity_type_hint': 'profession'}",68,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42701,14,UX-Designer,,de,DE,"{'priority': 66, 'entity_type_hint': 'profession'}",66,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42702,14,Fotograf,,de,DE,"{'priority': 64, 'entity_type_hint': 'profession'}",64,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42703,14,Schauspieler,,de,DE,"{'priority': 55, 'entity_type_hint': 'profession'}",55,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42704,14,Musiker,,de,DE,"{'priority': 58, 'entity_type_hint': 'profession'}",58,new,2026-07-16 04:11:15.386292+00:00,,2026-07-16 04:11:15.363378+00:00,2026-07-16 04:11:15.363378+00:00
42705,15,IHK-Prüfung,,de,DE,"{'priority': 95, 'entity_type_hint': 'exam'}",95,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42706,15,IHK Abschlussprüfung,,de,DE,"{'priority': 94, 'entity_type_hint': 'exam'}",94,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42707,15,IHK Zwischenprüfung,,de,DE,"{'priority': 88, 'entity_type_hint': 'exam'}",88,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42708,15,Ausbildereignungsprüfung,,de,DE,"{'priority': 85, 'entity_type_hint': 'exam'}",85,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42709,15,Meisterprüfung,,de,DE,"{'priority': 90, 'entity_type_hint': 'exam'}",90,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42710,15,Fachwirtprüfung,,de,DE,"{'priority': 82, 'entity_type_hint': 'exam'}",82,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42711,15,Betriebswirt IHK,,de,DE,"{'priority': 80, 'entity_type_hint': 'exam'}",80,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42712,15,Handwerksmeister,,de,DE,"{'priority': 86, 'entity_type_hint': 'exam'}",86,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42713,15,Sachkundeprüfung,,de,DE,"{'priority': 78, 'entity_type_hint': 'exam'}",78,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42714,15,Einbürgerungstest,,de,DE,"{'priority': 92, 'entity_type_hint': 'exam'}",92,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42715,15,Deutsch B1,,de,DE,"{'priority': 88, 'entity_type_hint': 'exam'}",88,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42716,15,Deutsch B2,,de,DE,"{'priority': 86, 'entity_type_hint': 'exam'}",86,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42717,15,Deutsch C1,,de,DE,"{'priority': 84, 'entity_type_hint': 'exam'}",84,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42718,15,DTZ Prüfung,,de,DE,"{'priority': 82, 'entity_type_hint': 'exam'}",82,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42719,15,telc Deutsch,,de,DE,"{'priority': 80, 'entity_type_hint': 'exam'}",80,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42720,15,Goethe-Zertifikat,,de,DE,"{'priority': 78, 'entity_type_hint': 'exam'}",78,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42721,15,Abitur,,de,DE,"{'priority': 90, 'entity_type_hint': 'exam'}",90,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42722,15,Fachabitur,,de,DE,"{'priority': 85, 'entity_type_hint': 'exam'}",85,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42723,15,Mittlere Reife,,de,DE,"{'priority': 82, 'entity_type_hint': 'exam'}",82,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42724,15,Hauptschulabschluss,,de,DE,"{'priority': 78, 'entity_type_hint': 'exam'}",78,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42725,15,Qualifizierender Hauptschulabschluss,,de,DE,"{'priority': 76, 'entity_type_hint': 'exam'}",76,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42726,15,Führerschein Klasse B,,de,DE,"{'priority': 80, 'entity_type_hint': 'exam'}",80,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42727,15,Führerschein Klasse A,,de,DE,"{'priority': 70, 'entity_type_hint': 'exam'}",70,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42728,15,Führerschein Klasse C,,de,DE,"{'priority': 68, 'entity_type_hint': 'exam'}",68,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42729,15,LKW-Führerschein,,de,DE,"{'priority': 70, 'entity_type_hint': 'exam'}",70,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42730,15,Personenbeförderungsschein,,de,DE,"{'priority': 65, 'entity_type_hint': 'exam'}",65,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42731,15,Jagdprüfung,,de,DE,"{'priority': 62, 'entity_type_hint': 'exam'}",62,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42732,15,Fischereiprüfung,,de,DE,"{'priority': 58, 'entity_type_hint': 'exam'}",58,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42733,15,Sportbootführerschein,,de,DE,"{'priority': 60, 'entity_type_hint': 'exam'}",60,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42734,15,Funkzeugnis,,de,DE,"{'priority': 50, 'entity_type_hint': 'exam'}",50,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42735,15,Sachkundenachweis Pflanzenschutz,,de,DE,"{'priority': 60, 'entity_type_hint': 'exam'}",60,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42736,15,Hundeführerschein,,de,DE,"{'priority': 65, 'entity_type_hint': 'exam'}",65,new,2026-07-16 04:11:15.460367+00:00,,2026-07-16 04:11:15.445949+00:00,2026-07-16 04:11:15.445949+00:00
42737,16,erste Wohnung,,de,DE,"{'priority': 95, 'entity_type_hint': 'life_event'}",95,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42738,16,Umzug,,de,DE,"{'priority': 90, 'entity_type_hint': 'life_event'}",90,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42739,16,Auszug bei den Eltern,,de,DE,"{'priority': 88, 'entity_type_hint': 'life_event'}",88,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42740,16,Zusammenziehen,,de,DE,"{'priority': 85, 'entity_type_hint': 'life_event'}",85,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42741,16,Hochzeit,,de,DE,"{'priority': 88, 'entity_type_hint': 'life_event'}",88,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42742,16,Heiraten,,de,DE,"{'priority': 88, 'entity_type_hint': 'life_event'}",88,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42743,16,Scheidung,,de,DE,"{'priority': 82, 'entity_type_hint': 'life_event'}",82,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42744,16,Trennung,,de,DE,"{'priority': 80, 'entity_type_hint': 'life_event'}",80,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42745,16,Schwangerschaft,,de,DE,"{'priority': 92, 'entity_type_hint': 'life_event'}",92,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42746,16,Geburt,,de,DE,"{'priority': 90, 'entity_type_hint': 'life_event'}",90,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42747,16,Elternzeit,,de,DE,"{'priority': 85, 'entity_type_hint': 'life_event'}",85,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42748,16,Einschulung,,de,DE,"{'priority': 82, 'entity_type_hint': 'life_event'}",82,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42749,16,Schulwechsel,,de,DE,"{'priority': 75, 'entity_type_hint': 'life_event'}",75,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42750,16,Schulabschluss,,de,DE,"{'priority': 85, 'entity_type_hint': 'life_event'}",85,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
42751,16,Studienbeginn,,de,DE,"{'priority': 84, 'entity_type_hint': 'life_event'}",84,new,2026-07-16 04:11:15.508635+00:00,,2026-07-16 04:11:15.498408+00:00,2026-07-16 04:11:15.498408+00:00
